Type, ID, Coordinates
TH30,0,498016,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506865,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 14000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506867,Line(StartPoint = Point(X = 38000.000, Y = 37000.000, Z = 14000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,506869,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 14000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 14000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506871,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 14000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506873,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 14000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 14000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506987,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 17000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 17000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506989,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 17000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506991,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 17000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 17000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,506993,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 17000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506995,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 17000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506997,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 17000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,506999,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 17000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 17000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507001,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 17000.000), EndPoint = Point(X = 35000.000, Y = 37000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,507003,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 17000.000), EndPoint = Point(X = 38000.000, Y = 37000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,507005,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 17000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 17000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507007,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 17000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507009,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 17000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 17000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507123,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 20000.000), EndPoint = Point(X = 15000.000, Y = 40000.000, Z = 20000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507125,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 20000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507127,Line(StartPoint = Point(X = 12000.000, Y = 25000.000, Z = 20000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507129,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 20000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507131,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 20000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507133,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 20000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507135,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 20000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 20000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507137,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 20000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,507139,Line(StartPoint = Point(X = 38000.000, Y = 37000.000, Z = 20000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,507141,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 20000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507143,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 20000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507145,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 20000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 20000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507259,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507261,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507263,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 23000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507265,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 23000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507267,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507269,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 23000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507271,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507273,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 35000.000, Y = 37000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,507275,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 23000.000), EndPoint = Point(X = 38000.000, Y = 37000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,507277,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 23000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507279,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 23000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507281,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 23000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 23000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,507851,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 0.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507853,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 0.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507855,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 0.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,507857,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 0.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,507859,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 0.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,507861,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 0.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,507863,Line(StartPoint = Point(X = 36500.000, Y = 5000.000, Z = 4000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 4000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507865,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 4000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,507867,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 4000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,507869,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 4000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 4000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,507871,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 4000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,507873,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 4000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,508195,Line(StartPoint = Point(X = 33500.000, Y = 5000.000, Z = 8000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 8000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,508197,Line(StartPoint = Point(X = 33500.000, Y = 7500.000, Z = 8000.000), EndPoint = Point(X = 33500.000, Y = 5000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,508199,Line(StartPoint = Point(X = 36500.000, Y = 7500.000, Z = 8000.000), EndPoint = Point(X = 36500.000, Y = 5000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,508201,Line(StartPoint = Point(X = 16500.000, Y = 7500.000, Z = 8000.000), EndPoint = Point(X = 16500.000, Y = 5000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,508203,Line(StartPoint = Point(X = 16500.000, Y = 5000.000, Z = 8000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 8000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,508205,Line(StartPoint = Point(X = 13500.000, Y = 7500.000, Z = 8000.000), EndPoint = Point(X = 13500.000, Y = 5000.000, Z = 8000.000), Direction = Vector(X = 0.000, Y = -2500.000, Z = 0.000, Length = 2500.000))
TH30,0,531636,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531638,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531640,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531642,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 0.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531644,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 0.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531646,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 0.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531648,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531650,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 35000.000, Y = 37000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531652,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 0.000), EndPoint = Point(X = 38000.000, Y = 37000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531654,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 0.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 0.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531656,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 0.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531658,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 0.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 0.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531660,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 26000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 26000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531662,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 26000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531664,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 26000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 26000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531666,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 26000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531668,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 26000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531670,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 26000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531672,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 26000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 26000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531674,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 26000.000), EndPoint = Point(X = 35000.000, Y = 37000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531676,Line(StartPoint = Point(X = 38000.000, Y = 40000.000, Z = 26000.000), EndPoint = Point(X = 38000.000, Y = 37000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531678,Line(StartPoint = Point(X = 38000.000, Y = 25000.000, Z = 26000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 26000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531680,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 26000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531682,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 26000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 26000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531684,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 29000.000), EndPoint = Point(X = 15000.000, Y = 40000.000, Z = 29000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531686,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 29000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531688,Line(StartPoint = Point(X = 12000.000, Y = 25000.000, Z = 29000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 29000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531690,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 29000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531692,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 29000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531694,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 29000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531696,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 29000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 29000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531698,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 29000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531700,Line(StartPoint = Point(X = 38000.000, Y = 37000.000, Z = 29000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531702,Line(StartPoint = Point(X = 35000.000, Y = 25000.000, Z = 29000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 29000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531704,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 29000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531706,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 29000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 29000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531708,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 32000.000), EndPoint = Point(X = 15000.000, Y = 40000.000, Z = 32000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531710,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 32000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531712,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 32000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531714,Line(StartPoint = Point(X = 12000.000, Y = 25000.000, Z = 32000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 32000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531716,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 32000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531718,Line(StartPoint = Point(X = 15000.000, Y = 27000.000, Z = 32000.000), EndPoint = Point(X = 15000.000, Y = 25000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531720,Line(StartPoint = Point(X = 35000.000, Y = 25000.000, Z = 32000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 32000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531722,Line(StartPoint = Point(X = 35000.000, Y = 27000.000, Z = 32000.000), EndPoint = Point(X = 35000.000, Y = 25000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531724,Line(StartPoint = Point(X = 38000.000, Y = 27000.000, Z = 32000.000), EndPoint = Point(X = 38000.000, Y = 25000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531726,Line(StartPoint = Point(X = 35000.000, Y = 40000.000, Z = 32000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 32000.000), Direction = Vector(X = 3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531728,Line(StartPoint = Point(X = 35000.000, Y = 37000.000, Z = 32000.000), EndPoint = Point(X = 35000.000, Y = 40000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531730,Line(StartPoint = Point(X = 38000.000, Y = 37000.000, Z = 32000.000), EndPoint = Point(X = 38000.000, Y = 40000.000, Z = 32000.000), Direction = Vector(X = 0.000, Y = 3000.000, Z = 0.000, Length = 3000.000))
TH30,0,531732,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 4000.000), EndPoint = Point(X = 12000.000, Y = 40000.000, Z = 4000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531734,Line(StartPoint = Point(X = 15000.000, Y = 40000.000, Z = 4000.000), EndPoint = Point(X = 15000.000, Y = 38000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531736,Line(StartPoint = Point(X = 15000.000, Y = 25000.000, Z = 4000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 4000.000), Direction = Vector(X = -3000.000, Y = 0.000, Z = 0.000, Length = 3000.000))
TH30,0,531738,Line(StartPoint = Point(X = 12000.000, Y = 27000.000, Z = 4000.000), EndPoint = Point(X = 12000.000, Y = 25000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
TH30,0,531740,Line(StartPoint = Point(X = 12000.000, Y = 40000.000, Z = 4000.000), EndPoint = Point(X = 12000.000, Y = 38000.000, Z = 4000.000), Direction = Vector(X = 0.000, Y = -2000.000, Z = 0.000, Length = 2000.000))
